,CDM Number,Description,NDC,Price,Hospital,Year
1561,417003487,valproic acid (as valproate sodium) 100 mg/mL IV Soln 5 mL,00143-9785-10,99.0,Kern Medical Center,2019
1562,417001266,valproic acid 250 mg Cap,00591-4012-01,6.0,Kern Medical Center,2019
1563,417002336,valproic acid 250 mg/5 mL Oral Syrup 5 mL,00121-4675-55,5.0,Kern Medical Center,2019
1564,417003010,valsartan 80 mg Tab,60687-0128-01,25.25,Kern Medical Center,2019
1565,417001414,vancomycin 1 g IV Inj,00409-6535-01,115.25,Kern Medical Center,2019
1566,471004672,vancomycin 1 g/200 mL-NaCl 0.9% FROZEN,00338-3583-01,564.0,Kern Medical Center,2019
1567,417003533,vancomycin 1 g/D5W 200 mL,00338-3552-48,158.0,Kern Medical Center,2019
1568,471004592,vancomycin 1 g/NaCl 0.9% 250 mL POPPER,24200-0619-10,85.0,Kern Medical Center,2019
1569,471004712,vancomycin 1.25 g/NaCl 0.9% 250 mL PREMIXED,52533-0070-18,106.5,Kern Medical Center,2019
1570,471004713,vancomycin 1.5 g/NaCl 0.9% 250 mL PREMIXED,52533-0071-18,112.25,Kern Medical Center,2019
1571,417003956,vancomycin 50 mg/mL Oral Liquid 10 mL UD,65628-0201-05,25.5,Kern Medical Center,2019
1572,417001143,vancomycin 500 mg IV Inj,67457-0339-50,54.75,Kern Medical Center,2019
1573,471004670,vancomycin 500 mg/100 mL-NaCl 0.9% FROZEN,00338-3581-01,422.0,Kern Medical Center,2019
1574,417002123,vancomycin 500 mg/D5W 100 mL,00338-3551-48,132.5,Kern Medical Center,2019
1575,417004082,vancomycin 750 mg IV Inj,63323-0203-20,61.75,Kern Medical Center,2019
1576,471004671,vancomycin 750 mg/NaCl 0.9% 150 mL FROZEN BAG,00338-3582-01,281.5,Kern Medical Center,2019
1577,471004661,vancomycin 750 mg/NS 150 mL POPPER,00338-3580-48,108.0,Kern Medical Center,2019
1578,,vancomycin antibiotic lock,99999-9999-80,16.0,Kern Medical Center,2019
1579,471004856,varenicline 1 mg Tab,00069-0469-56,30.4,Kern Medical Center,2019
1580,417002276,varicella virus vaccine Subcut Inj,00006-4827-00,448.0,Kern Medical Center,2019
1581,417001144,vasopressin 20 units/mL Inj Soln 1 mL,63323-0302-01,149.5,Kern Medical Center,2019
1582,417004588,vasopressin 20 units/mL Sol,42023-0164-25,470.0,Kern Medical Center,2019
1583,417001145,vecuronium 10 mg IV Inj,67457-0438-10,40.0,Kern Medical Center,2019
1584,471004667,vedolizumab 300 mg IV Inj,64764-0300-20,14473.0,Kern Medical Center,2019
1585,417003393,venlafaxine 37.5 mg ER Cap,00904-6246-61,20.75,Kern Medical Center,2019
1586,417003375,venlafaxine 75 mg ER Cap,00904-6469-61,5.05,Kern Medical Center,2019
1587,417003367,verapamil 120 mg/12 hours ER Tab,51079-0894-20,13.6,Kern Medical Center,2019
1588,417003367,verapamil 120 mg/24 hours ER Cap,00091-2490-23,23.05,Kern Medical Center,2019
1589,417001267,verapamil 180 mg/12 hours ER Tab,51079-0899-20,14.5,Kern Medical Center,2019
1590,417001267,verapamil 180 mg/24 hours Tab,00025-2011-31,14.25,Kern Medical Center,2019
1591,417001151,verapamil 2.5 mg/mL IV Soln 2 mL,00409-1144-05,116.0,Kern Medical Center,2019
1592,417001151,verapamil 2.5 mg/mL IV Soln 4 mL,00517-5404-05,29.5,Kern Medical Center,2019
1593,417002047,verapamil 240 mg/12 hours ER Tab,51079-0869-20,14.7,Kern Medical Center,2019
1594,417002047,verapamil 240 mg/24 hours Tab,00025-2021-31,19.2,Kern Medical Center,2019
1595,417001148,verapamil 80 mg Tab,00904-2920-61,5.0,Kern Medical Center,2019
1596,417001634,vinBLAStine 1 mg/mL IV Soln 10 mL,63323-0278-10,219.5,Kern Medical Center,2019
1597,417001154,vinCRIStine 1 mg/mL IV Soln 1 mL,61703-0309-06,128.0,Kern Medical Center,2019
1598,417001154,vinCRIStine 1 mg/mL IV Soln 2 mL,61703-0309-16,151.75,Kern Medical Center,2019
1599,417003671,voriconazole 200 mg IV Inj,00049-3190-28,554.0,Kern Medical Center,2019
1600,417003530,voriconazole 200 mg Tab,00378-1640-93,142.75,Kern Medical Center,2019
1601,417003584,voriconazole 50 mg Tab,00904-6596-04,40.9,Kern Medical Center,2019
1602,417001948,warfarin 1 mg Tab,00832-1211-01,5.1,Kern Medical Center,2019
1603,417001166,warfarin 10 mg Tab,00832-1219-01,6.75,Kern Medical Center,2019
1604,417001161,warfarin 2 mg Tab,00056-0170-75,14.5,Kern Medical Center,2019
1605,417001462,warfarin 2.5 mg Tab,00832-1213-01,5.35,Kern Medical Center,2019
1606,417003316,warfarin 3 mg Tab,00832-1214-01,5.35,Kern Medical Center,2019
1607,417003385,warfarin 4 mg Tab,00056-0168-75,15.0,Kern Medical Center,2019
1608,417001463,warfarin 5 mg Tab,00832-1216-01,5.45,Kern Medical Center,2019
1609,417003427,warfarin 6 mg Tab,00056-0189-75,19.35,Kern Medical Center,2019
1610,417001165,warfarin 7.5 mg Tab,00832-1218-01,6.65,Kern Medical Center,2019
1611,417001261,zidovudine 50 mg/5 mL Oral Syrup 5 mL UD,65862-0048-24,7.9,Kern Medical Center,2019
1612,417001788,zinc oxide 20% Topical Oint 30 g,00168-0062-31,18.15,Kern Medical Center,2019
1613,417004053,zinc oxide 40% Topical Paste 28 g,58232-0721-01,15.4,Kern Medical Center,2019
1614,417003508,zinc oxide 40% Topical Paste 56 g,58232-0721-03,20.5,Kern Medical Center,2019
1615,417001788,zinc oxide Topical Oint 454 g,00394-0014-41,42.0,Kern Medical Center,2019
1616,417001788,zinc oxide Topical Oint 75 g,11701-0040-33,29.85,Kern Medical Center,2019
1617,417002102,zinc sulfate 220 mg Cap,00731-0401-06,5.0,Kern Medical Center,2019
1618,417003422,ziprasidone 20 mg Cap,68084-0103-09,35.9,Kern Medical Center,2019
1619,417003422,ziprasidone 20 mg Cap UD,68084-0582-09,35.9,Kern Medical Center,2019
1620,417003514,ziprasidone 20 mg IM Inj,00049-3920-83,102.0,Kern Medical Center,2019
1621,417003390,ziprasidone 40 mg Cap,68084-0104-09,35.9,Kern Medical Center,2019
1622,417003582,zoledronic acid 4 mg/100 mL IV Soln 100 mL,25021-0826-82,650.0,Kern Medical Center,2019
1623,417004476,zoledronic acid 5 mg/100 mL IV Soln 100 mL,00078-0435-61,3549.1,Kern Medical Center,2019
1624,417003031,zolpidem 5 mg Tab,00378-5305-01,27.1,Kern Medical Center,2019
1625,417003851,zonisamide 100 mg Cap,68084-0008-65,11.05,Kern Medical Center,2019
